Unnamed: 0,WellID,FirstMonthOil,FirstMonthGas,FirstMonthRatioGasOil,FirstMonthWater,firstMonthPercentWater,FirstMonthDaysOn,SecondMonthOil,SecondMonthGas,SecondMonthRatioGasOil,SecondMonthWater,SecondMonthPercentWater,SecondMonthDaysOn,ThirdMonthOil,ThirdMonthGas,ThirdMonthRatioGasOil,ThirdMonthWater,ThirdMonthPercentWater,ThirdMonthDaysOn,FourthMonthOil,FourthMonthGas,FourthMonthRatioGasOil,FourthMonthWater,FourthMonthPercentWater,FourthMonthDaysOn,FifthMonthOil,FifthMonthGas,FifthMonthRatioGasOil,FifthMonthWater,FifthMonthPercentWater,FifthMonthDaysOn,SixthMonthOil,SixthMonthGas,SixthMonthRatioGasOil,SixthMonthWater,SixthMonthPercentWater,SixthMonthDaysOn,TotalOilInNext6Months,TotalGasInNext6Months
2562,8877,7043.0,5340.0,0.758199630839131,12021.0,1.70680107908562,28.0,5800.0,4313.0,0.7436206896551719,8237.0,1.4201724137931002,25.0,4570.0,4028.0,0.8814004376367609,6643.0,1.45361050328228,25.0,6581.0,3177.0,0.482753380945145,8618.0,1.3095274274426398,30.0,3814.0,3267.0,0.856581017304667,4188.0,1.09805977975878,30.0,5359.0,4754.0,0.887105803321515,5912.0,1.10319089382347,31.0,26702.0,26916.0
2563,8466,23117.0,270.0,0.0116797162261539,17392.0,0.752346757797292,27.0,11058.0,310.0,0.0280340025321035,4471.0,0.404322662325918,31.0,8445.0,2692.0,0.318768502072232,2841.0,0.336412078152753,27.0,10698.0,6652.0,0.621798467003178,2731.0,0.2552813610020561,28.0,10945.0,6747.0,0.616445865692097,2890.0,0.264047510278666,31.0,5222.0,2976.0,0.569896591344312,1318.0,0.252393718881655,26.0,41036.0,25541.0
2564,9120,10597.0,10259.0,0.968104180428423,8139.0,0.768047560630367,24.0,7656.0,6100.0,0.796760710553814,3747.0,0.489420062695925,29.0,4521.0,4320.0,0.955540809555408,2304.0,0.509621765096218,25.0,4785.0,4112.0,0.8593521421107629,2176.0,0.454754440961337,31.0,6450.0,5548.0,0.8601550387596899,2678.0,0.415193798449612,27.0,6765.0,5994.0,0.8860310421286031,3258.0,0.48159645232816,31.0,26572.0,26342.0
2566,10528,11647.0,11290.0,0.9693483300420708,12926.0,1.10981368592771,30.0,6331.0,6298.0,0.994787553309114,7346.0,1.16032222397725,24.0,7252.0,7729.0,1.0657749586321,7824.0,1.07887479316051,30.0,6264.0,6536.0,1.04342273307791,5918.0,0.944763729246488,31.0,5978.0,6168.0,1.03178320508531,5430.0,0.908330545332887,31.0,5459.0,5360.0,0.981864810404836,4550.0,0.8334859864444041,30.0,20190.0,23083.0
2568,4448,1238.0,0.0,0.0,7475.0,6.037964458804518,30.0,920.0,0.0,0.0,7592.0,8.25217391304348,31.0,660.0,0.0,0.0,6953.0,10.534848484848501,28.0,545.0,0.0,0.0,6443.0,11.822018348623901,28.0,539.0,0.0,0.0,6166.0,11.4397031539889,30.0,352.0,0.0,0.0,4702.0,13.3579545454545,31.0,3158.0,0.0
2569,4401,1230.0,65.0,0.0528455284552846,2280.0,1.85365853658537,31.0,616.0,33.0,0.0535714285714286,2266.0,3.678571428571431,30.0,663.0,35.0,0.052790346907994,2432.0,3.6681749622926096,31.0,636.0,34.0,0.0534591194968553,2293.0,3.60534591194969,30.0,637.0,34.0,0.0533751962323391,2324.0,3.6483516483516496,31.0,128.0,7.0,0.0546875,4143.0,32.3671875,31.0,593.0,31.0
2570,4754,4918.0,3133.0,0.6370475803172021,9440.0,1.91947946319642,31.0,2895.0,1783.0,0.6158894645941279,6983.0,2.41208981001727,29.0,2780.0,1771.0,0.63705035971223,6764.0,2.43309352517986,31.0,3449.0,1109.0,0.321542476080023,6476.0,1.87764569440418,30.0,2909.0,850.0,0.29219663114472305,5432.0,1.86730835338604,31.0,3498.0,2565.0,0.73327615780446,6694.0,1.9136649514008,31.0,14829.0,8528.0
2572,4876,15605.0,21155.0,1.35565523870554,10613.0,0.680102531239987,21.0,14984.0,16488.0,1.10037373198078,9473.0,0.632207688200747,29.0,12890.0,10896.0,0.8453064391000781,8793.0,0.682156710628394,29.0,8997.0,6583.0,0.7316883405579642,6954.0,0.7729243081027009,29.0,7677.0,4235.0,0.55164777908037,5907.0,0.7694411879640479,27.0,7593.0,4953.0,0.6523113393915451,5699.0,0.75055972606348,29.0,45367.0,32371.0
2575,5093,6759.0,5000.0,0.7397544015386891,16516.0,2.4435567391626,30.0,5488.0,2836.0,0.516763848396501,13390.0,2.4398688046647203,27.0,4657.0,2992.0,0.6424736955121321,11636.0,2.49860425166416,25.0,4450.0,3387.0,0.7611235955056178,12520.0,2.81348314606742,26.0,2056.0,1340.0,0.651750972762646,5936.0,2.8871595330739304,12.0,6084.0,4398.0,0.722879684418146,17530.0,2.8813280736357703,23.0,15077.0,8336.0
2576,6068,8897.0,8287.0,0.9314375632235592,2130.0,0.239406541530853,15.0,8399.0,1255.0,0.149422550303608,5343.0,0.636147160376235,31.0,2778.0,1688.0,0.6076313894888411,1860.0,0.669546436285097,17.0,4970.0,3734.0,0.751307847082495,3633.0,0.730985915492958,29.0,4830.0,3003.0,0.6217391304347829,2910.0,0.602484472049689,31.0,3677.0,4690.0,1.27549632852869,2243.0,0.610008158825129,30.0,16062.0,25652.0
2577,5653,12929.0,7757.0,0.599969061799056,7222.0,0.5585892180369711,31.0,8410.0,5046.0,0.6,3789.0,0.4505350772889421,30.0,7318.0,4391.0,0.60002732987155,3257.0,0.445066958185297,31.0,4882.0,2929.0,0.599959033183122,1834.0,0.37566571077427297,23.0,4005.0,2403.0,0.6,1523.0,0.380274656679151,15.0,6328.0,3797.0,0.600031605562579,2400.0,0.3792667509481671,20.0,30234.0,18140.0
2578,5252,13672.0,9884.0,0.722937390286717,6751.0,0.493782913984786,29.0,9981.0,6484.0,0.649634305179842,3888.0,0.389540126239856,30.0,6496.0,4274.0,0.657943349753695,2392.0,0.368226600985222,30.0,6835.0,4516.0,0.660716898317484,2524.0,0.369275786393563,30.0,4868.0,3356.0,0.689400164338537,1687.0,0.346548890714873,24.0,5907.0,3892.0,0.658879295750804,2500.0,0.42322668020992,30.0,31356.0,23896.0
2579,5286,6304.0,4160.0,0.65989847715736,1222.0,0.193845177664975,21.0,5337.0,3425.0,0.641746299419149,1320.0,0.247329960652052,28.0,4098.0,2413.0,0.588823816495852,862.0,0.210346510492923,30.0,3884.0,3199.0,0.8236354273944392,1428.0,0.36766220391349097,24.0,3813.0,3031.0,0.794912142669814,832.0,0.218200891686336,31.0,2708.0,1817.0,0.670974889217134,587.0,0.216765140324963,28.0,13101.0,9825.0
2581,5972,1920.0,262.0,0.13645833333333302,1902.0,0.990625,10.0,1816.0,455.0,0.250550660792952,7378.0,4.06277533039648,20.0,917.0,143.0,0.15594329334787302,2746.0,2.99454743729553,8.0,1045.0,305.0,0.29186602870813394,3617.0,3.46124401913876,31.0,424.0,295.0,0.695754716981132,1142.0,2.69339622641509,25.0,1050.0,862.0,0.8209523809523811,4054.0,3.86095238095238,18.0,7426.0,4489.0
2582,5791,18382.0,8531.0,0.464095310629964,6182.0,0.336307257099336,30.0,11928.0,7378.0,0.618544600938967,5093.0,0.426978537894031,31.0,8783.0,5935.0,0.675737219628828,3690.0,0.420129796197199,30.0,6582.0,4059.0,0.616681859617138,2544.0,0.3865086599817679,28.0,3790.0,1869.0,0.493139841688654,1545.0,0.4076517150395779,15.0,5404.0,3365.0,0.622686898593634,2065.0,0.382124352331606,30.0,30065.0,19036.0
2584,5588,15347.0,7966.0,0.519059099498273,5089.0,0.331595751612693,24.0,9621.0,7497.0,0.7792329279700648,4840.0,0.503066209333749,30.0,10105.0,6243.0,0.617812963879268,5530.0,0.54725383473528,31.0,8124.0,5138.0,0.632447070408666,4960.0,0.610536681437715,30.0,5949.0,3483.0,0.585476550680787,3663.0,0.615733736762481,27.0,8484.0,4796.0,0.5652993870815649,4550.0,0.5363036303630361,25.0,34399.0,21656.0
2585,5284,21305.0,12783.0,0.6,4101.0,0.192490025815536,31.0,15200.0,9119.0,0.599934210526316,2405.0,0.158223684210526,31.0,11046.0,6628.0,0.6000362122035129,1680.0,0.15209125475285198,30.0,9971.0,5982.0,0.599939825493932,1936.0,0.194163072911443,31.0,8348.0,5009.0,0.600023957834212,1203.0,0.14410637278389998,30.0,7742.0,4645.0,0.5999741668819429,995.0,0.128519762335314,31.0,21891.0,13135.0
2586,5746,2926.0,1554.0,0.5311004784689001,8564.0,2.92686261107314,30.0,1452.0,760.0,0.523415977961432,2714.0,1.86914600550964,31.0,1067.0,461.0,0.4320524835988751,1605.0,1.50421743205248,19.0,829.0,359.0,0.433051869722557,1867.0,2.25211097708082,31.0,1922.0,777.0,0.40426638917794,6215.0,3.23361082206035,31.0,2361.0,829.0,0.35112240576027104,7927.0,3.35747564591275,30.0,9824.0,3772.0
2587,7683,17183.0,32745.0,1.90566257347378,6210.0,0.361403712972124,30.0,14117.0,33782.0,2.39300134589502,5762.0,0.4081603740171421,31.0,9795.0,26726.0,2.7285349668198102,4287.0,0.4376722817764169,31.0,7740.0,22427.0,2.8975452196382405,3857.0,0.498320413436693,28.0,7445.0,10027.0,1.34680993955675,3622.0,0.486501007387508,31.0,6369.0,14640.0,2.2986340084785697,3019.0,0.474014758988852,28.0,27475.0,57615.0
2590,8006,11202.0,17978.0,1.60489198357436,4529.0,0.40430280307088,31.0,7893.0,13529.0,1.71405042442671,3232.0,0.409476751552008,30.0,6795.0,13416.0,1.97439293598234,3402.0,0.5006622516556289,31.0,7582.0,18739.0,2.47151147454497,3905.0,0.515035610656819,30.0,1933.0,4306.0,2.2276254526642503,1325.0,0.685463010863942,17.0,3042.0,5533.0,1.81886916502301,1525.0,0.501314924391847,31.0,16110.0,25173.0
2591,7581,20517.0,0.0,0.0,9958.0,0.485353609202125,23.0,16935.0,0.0,0.0,4822.0,0.284735754354886,31.0,10180.0,11283.0,1.10834970530452,2812.0,0.2762278978389,31.0,8978.0,10455.0,1.16451325462241,2300.0,0.25618177767877,30.0,7010.0,8202.0,1.1700427960057098,2538.0,0.362054208273894,30.0,11076.0,11533.0,1.04126038280968,2910.0,0.26273022751896,30.0,48580.0,73852.0
2593,7476,12434.0,26474.0,2.12916197522921,6871.0,0.5525977159401639,30.0,11409.0,23834.0,2.08905250241038,8569.0,0.751073713734771,31.0,10514.0,21129.0,2.00960623929998,6646.0,0.6321095681947879,30.0,6029.0,15188.0,2.51915740587162,3393.0,0.5627798971637089,14.0,11299.0,9794.0,0.8668023718913179,7563.0,0.669351270023896,18.0,9438.0,14334.0,1.51875397329943,7484.0,0.792964611146429,28.0,31716.0,74034.0
2594,7104,46235.0,85878.0,1.85742402941495,13265.0,0.286903860711582,26.0,34258.0,95232.0,2.77984704302645,5150.0,0.150329849962053,30.0,25275.0,70967.0,2.80779426310584,3056.0,0.120909990108803,30.0,18268.0,51146.0,2.79975914166849,2669.0,0.14610247427195094,30.0,16809.0,39001.0,2.32024510678803,1980.0,0.117794038907728,31.0,15095.0,43668.0,2.8928784365684,1506.0,0.0997681351440874,30.0,64047.0,179770.0
2595,6590,20615.0,32815.0,1.59180208585981,6868.0,0.33315546931845696,30.0,13242.0,20794.0,1.57030660021145,5278.0,0.398580274882948,31.0,8606.0,14803.0,1.72007901464095,3805.0,0.442133395305601,22.0,9144.0,13152.0,1.4383202099737502,4290.0,0.469160104986877,27.0,8808.0,13931.0,1.58163033605813,3580.0,0.40644868301544107,31.0,6267.0,7315.0,1.16722514759853,2603.0,0.41535024732727,30.0,31439.0,49469.0
2596,6574,28043.0,36176.0,1.2900188995471202,16013.0,0.571015939806725,31.0,8778.0,15155.0,1.72647527910686,4254.0,0.484620642515379,18.0,7564.0,5234.0,0.691961924907456,3937.0,0.5204918032786879,25.0,9873.0,9267.0,0.938620480097235,4626.0,0.468550592525068,29.0,8766.0,6767.0,0.7719598448551221,3246.0,0.370294318959617,30.0,7232.0,1181.0,0.163301991150442,2984.0,0.4126106194690271,29.0,29349.0,13550.0
2598,7204,15141.0,28.0,0.0018492834026814602,12083.0,0.7980318340928599,14.0,8678.0,14261.0,1.64335100253515,7746.0,0.8926019820235079,22.0,6804.0,18056.0,2.65373309817754,6624.0,0.9735449735449728,31.0,7157.0,15654.0,2.18722928601369,4448.0,0.621489450887243,30.0,7961.0,15317.0,1.9240045220449704,5408.0,0.6793116442657959,29.0,6784.0,13865.0,2.04377948113208,5240.0,0.7724056603773579,24.0,30894.0,53992.0
2599,7965,15289.0,20910.0,1.36764994440447,31424.0,2.05533390018968,16.0,7356.0,6106.0,0.8300706905927131,9665.0,1.31389342033714,23.0,8560.0,8174.0,0.9549065420560748,8348.0,0.975233644859813,31.0,8227.0,8371.0,1.01750334265224,7177.0,0.8723714598273979,26.0,10352.0,10017.0,0.967639103554869,8095.0,0.781974497681607,31.0,7668.0,9754.0,1.27203964527908,6108.0,0.796557120500782,30.0,27989.0,33845.0
2604,9297,21984.0,19992.0,0.90938864628821,6601.0,0.300263828238719,31.0,9489.0,9132.0,0.962377489724945,2923.0,0.308040889450943,25.0,6500.0,7149.0,1.09984615384615,2398.0,0.368923076923077,25.0,8840.0,7405.0,0.8376696832579191,2397.0,0.271153846153846,25.0,7834.0,8242.0,1.05208067398519,3253.0,0.4152412560633139,30.0,7403.0,7559.0,1.02107253816021,2861.0,0.386464946643253,31.0,29100.0,28161.0
2605,9512,21116.0,15494.0,0.733756393256298,15465.0,0.732383027088464,29.0,14085.0,14171.0,1.00610578629748,12728.0,0.903656372026979,28.0,17520.0,18887.0,1.0780251141552502,16575.0,0.946061643835616,31.0,3540.0,6077.0,1.71666666666667,6037.0,1.70536723163842,30.0,7528.0,8817.0,1.17122741764081,10603.0,1.40847502656748,31.0,6477.0,9588.0,1.48031496062992,8546.0,1.31943801142504,31.0,31472.0,41815.0
2606,9146,14572.0,10699.0,0.734216305242932,15117.0,1.0374004940982702,29.0,11856.0,7222.0,0.6091430499325239,6299.0,0.531292172739541,31.0,5050.0,3610.0,0.7148514851485149,2592.0,0.513267326732673,17.0,274.0,145.0,0.529197080291971,207.0,0.7554744525547449,1.0,6226.0,4218.0,0.6774815290716351,5835.0,0.937198843559268,20.0,8572.0,5968.0,0.696220251983201,6920.0,0.80727951469902,30.0,24877.0,20941.0
2609,9574,10105.0,6440.0,0.637308263236022,8289.0,0.8202869866402769,30.0,3354.0,1138.0,0.33929636255217605,3889.0,1.15951103160405,31.0,2813.0,2397.0,0.85211517952364,2924.0,1.03945965161749,31.0,2599.0,929.0,0.3574451712197,3000.0,1.15429011158138,30.0,4479.0,1562.0,0.34873855771377504,2878.0,0.642554141549453,31.0,3388.0,891.0,0.262987012987013,3103.0,0.915879574970484,28.0,18549.0,16622.0
2610,8170,10093.0,13133.0,1.3011988506886,702.0,0.0695531556524324,20.0,8764.0,21664.0,2.47193062528526,3533.0,0.403126426289366,30.0,3663.0,8671.0,2.36718536718537,1353.0,0.3693693693693689,20.0,8475.0,23971.0,2.82843657817109,3611.0,0.4260766961651921,26.0,5555.0,19171.0,3.45112511251125,2094.0,0.37695769576957705,31.0,4985.0,8441.0,1.6932798395185602,2777.0,0.5570712136409229,31.0,17612.0,24542.0
2611,9444,8085.0,6235.0,0.7711811997526279,9164.0,1.1334570191713,30.0,6284.0,5755.0,0.915817950350096,8397.0,1.33625079567155,26.0,5930.0,3968.0,0.6691399662731871,5762.0,0.9716694772344008,28.0,4457.0,770.0,0.172761947498317,406.0,0.0910926632263855,27.0,3217.0,2545.0,0.791109729561703,6011.0,1.8685110351258896,30.0,3801.0,1712.0,0.4504077874243621,4966.0,1.3064982899237,30.0,21900.0,13069.0
2612,9139,10123.0,8350.0,0.8248542922058679,0.0,0.0,25.0,1007.0,622.0,0.617676266137041,942.0,0.93545183714002,5.0,1122.0,922.0,0.82174688057041,862.0,0.7682709447415329,19.0,3922.0,3564.0,0.9087200407955128,3619.0,0.922743498215196,14.0,5290.0,4518.0,0.8540642722117199,4215.0,0.796786389413989,18.0,62.0,13.0,0.209677419354839,0.0,0.0,1.0,25068.0,17281.0
2614,9221,7625.0,4009.0,0.525770491803279,10221.0,1.34045901639344,31.0,4247.0,2548.0,0.599952907935013,6144.0,1.44666823640217,24.0,4957.0,3181.0,0.6417187815210811,7325.0,1.4777082913052195,28.0,5372.0,3707.0,0.6900595681310501,6431.0,1.19713328369322,31.0,4935.0,3638.0,0.737183383991895,4733.0,0.959067882472138,30.0,4167.0,2484.0,0.5961123110151191,3504.0,0.840892728581713,31.0,22587.0,13741.0
2615,9110,18630.0,19288.0,1.03531937734836,9545.0,0.5123456790123461,31.0,11928.0,12614.0,1.0575117370892,5142.0,0.431086519114688,31.0,8813.0,8930.0,1.01327584250539,2935.0,0.333030750028367,28.0,6799.0,7666.0,1.12751875275776,2637.0,0.387851154581556,29.0,5745.0,6297.0,1.09608355091384,2270.0,0.395126196692776,25.0,7427.0,8092.0,1.08953817153629,2502.0,0.33687895516359195,31.0,30824.0,34870.0
2616,9379,13408.0,12655.0,0.9438394988066828,6026.0,0.449433174224344,29.0,12762.0,9622.0,0.7539570600219399,4345.0,0.340463877135245,30.0,9403.0,6367.0,0.677124322024886,3418.0,0.3635010103158571,31.0,7180.0,5277.0,0.7349582172701948,2473.0,0.344428969359331,31.0,5876.0,4518.0,0.7688904016337641,1985.0,0.33781484002722906,26.0,5567.0,5096.0,0.9153942877672,2017.0,0.362313633914137,31.0,24412.0,24828.0
2618,8462,8667.0,8607.0,0.993077189338872,53970.0,6.22706818968501,31.0,6259.0,6359.0,1.01597699312989,11626.0,1.85748522128135,26.0,7909.0,8036.0,1.01605765583512,11634.0,1.47098242508535,29.0,8070.0,8199.0,1.01598513011152,11775.0,1.4591078066914498,31.0,6714.0,6822.0,1.0160857908847198,8509.0,1.2673518022043502,28.0,5579.0,5668.0,1.0159526796917,7775.0,1.39361892812332,31.0,21528.0,18910.0
2619,8791,23155.0,13894.0,0.600043187216584,6712.0,0.289872597711078,22.0,18806.0,10665.0,0.567106242688504,1964.0,0.104434754865468,28.0,15539.0,8451.0,0.543857391080507,1767.0,0.113713881202137,22.0,17031.0,9077.0,0.532969291292349,1312.0,0.0770359931888908,31.0,12499.0,5983.0,0.478678294263541,927.0,0.074165933274662,29.0,10497.0,4649.0,0.442888444317424,1213.0,0.115556825759741,23.0,75309.0,34112.0
2620,8740,5905.0,4874.0,0.825402201524132,3489.0,0.590855207451312,29.0,4767.0,4216.0,0.8844136773652191,2359.0,0.494860499265786,29.0,5859.0,4808.0,0.8206178528759169,2964.0,0.505888376856119,31.0,4643.0,3780.0,0.814128796037045,2455.0,0.5287529614473401,30.0,3169.0,2831.0,0.893341748185547,1721.0,0.543073524771221,29.0,2958.0,3969.0,1.34178498985801,2150.0,0.72684246112238,29.0,18366.0,21968.0
2621,8686,13163.0,12097.0,0.919015422016258,2902.0,0.22046645901390305,25.0,11368.0,9096.0,0.8001407459535541,4281.0,0.376583391977481,31.0,8248.0,6650.0,0.806256062075655,2799.0,0.339354995150339,29.0,7094.0,5605.0,0.79010431350437,2225.0,0.313645334085142,31.0,5960.0,4814.0,0.807718120805369,1815.0,0.304530201342282,30.0,5237.0,4291.0,0.8193622302845139,1547.0,0.295398128699637,31.0,20542.0,11698.0
2622,8838,19765.0,35121.0,1.7769289147482903,17807.0,0.900935997976221,23.0,11376.0,21952.0,1.92967651195499,7434.0,0.653481012658228,26.0,5618.0,9910.0,1.76397294410822,3585.0,0.6381274474902099,17.0,9313.0,14139.0,1.51820036508107,4485.0,0.481584881348652,26.0,7905.0,13571.0,1.71676154332701,5157.0,0.652371916508539,31.0,5804.0,10377.0,1.78790489317712,4567.0,0.7868711233631981,29.0,24644.0,44689.0
2623,8821,5387.0,4034.0,0.748839799517357,1719.0,0.31910154074624103,31.0,4522.0,3453.0,0.76360017691287,1192.0,0.26360017691287,30.0,5339.0,3609.0,0.675969282637198,1996.0,0.3738527814197421,31.0,3788.0,2468.0,0.651531151003168,2126.0,0.5612460401267161,28.0,3883.0,2527.0,0.650785475148081,2397.0,0.6173062065413341,28.0,3867.0,3264.0,0.8440651667959659,2382.0,0.615981380915438,31.0,20686.0,18155.0
2624,8376,17737.0,300.0,0.016913796019620002,5106.0,0.287872808253932,30.0,13418.0,310.0,0.0231032940825756,2902.0,0.21627664331495008,31.0,3857.0,170.0,0.0440757065076484,853.0,0.22115633912367105,17.0,11041.0,3849.0,0.348609727379766,2352.0,0.213024182592156,31.0,5674.0,2792.0,0.4920690870638,6582.0,1.1600281988015502,25.0,8046.0,5251.0,0.652622421078797,2219.0,0.275789212030823,29.0,44376.0,31013.0
2626,8164,23719.0,12599.0,0.531177536995658,2404.0,0.101353345419284,30.0,21846.0,11445.0,0.5238945344685529,1400.0,0.0640849583447771,31.0,20089.0,12810.0,0.637662402309722,967.0,0.0481357957090945,29.0,18052.0,11742.0,0.6504542432971421,807.0,0.0447041879016176,31.0,15610.0,9544.0,0.6114029468289561,718.0,0.0459961563100577,31.0,12790.0,7337.0,0.5736512900703679,662.0,0.0517591868647381,30.0,58944.0,29058.0
2627,8937,16221.0,12138.0,0.7482892546698721,15377.0,0.947968682571975,30.0,8991.0,5959.0,0.6627738849961071,7685.0,0.85474363252141,30.0,6104.0,3643.0,0.5968217562254261,5711.0,0.935615989515072,31.0,3577.0,2326.0,0.650265585686329,3540.0,0.989656136427174,25.0,8248.0,5806.0,0.7039282250242479,6850.0,0.8305043646944709,28.0,7907.0,7027.0,0.888706209687619,6473.0,0.8186417098773241,26.0,48420.0,31015.0
2629,8951,22738.0,14615.0,0.642756618875891,21458.0,0.943706570498725,19.0,20318.0,3977.0,0.195737769465499,11273.0,0.554828231125111,31.0,11485.0,6469.0,0.5632564214192421,4442.0,0.386765346103613,28.0,12668.0,8856.0,0.6990843069150621,4405.0,0.34772655509946304,31.0,11088.0,7773.0,0.7010281385281389,3831.0,0.345508658008658,31.0,10092.0,7285.0,0.7218588981371379,3380.0,0.33491874752279,28.0,40219.0,29695.0
2630,9801,27973.0,28227.0,1.00908018446359,20644.0,0.737997354591928,30.0,11975.0,12574.0,1.05002087682672,7514.0,0.627473903966597,24.0,2849.0,2900.0,1.01790101790102,1136.0,0.398736398736399,9.0,5953.0,5862.0,0.984713589786662,3554.0,0.597009910969259,17.0,7045.0,7557.0,1.07267565649397,3124.0,0.44343506032647295,30.0,5255.0,6452.0,1.22778306374881,3236.0,0.615794481446242,31.0,24296.0,30567.0
2631,9702,8762.0,7901.0,0.901734763752568,3146.0,0.359050445103858,29.0,2366.0,1761.0,0.7442941673710899,589.0,0.2489433643279801,19.0,7564.0,6777.0,0.8959545214172401,3161.0,0.417900581702803,27.0,4507.0,3799.0,0.842911027290881,1887.0,0.41868205014422,21.0,6401.0,5800.0,0.906108420559288,2586.0,0.403999375097641,30.0,5338.0,5163.0,0.967216185837392,3546.0,0.664293742974897,31.0,19209.0,14858.0
2632,10466,25516.0,22086.0,0.865574541464179,16052.0,0.629095469509327,30.0,16338.0,8148.0,0.498714652956298,8071.0,0.494001713796058,30.0,12425.0,6100.0,0.490945674044266,4991.0,0.4016901408450701,31.0,10480.0,9575.0,0.9136450381679392,4682.0,0.44675572519084,31.0,14433.0,12804.0,0.8871336520473909,5725.0,0.396660430956835,30.0,6829.0,6458.0,0.9456728657197252,3952.0,0.5787084492605071,29.0,45246.0,31972.0
2634,11039,14886.0,140.0,0.00940480988848582,15031.0,1.00974069595593,28.0,13417.0,100.0,0.00745323097562794,7105.0,0.529552060818365,20.0,12810.0,150.0,0.0117096018735363,5672.0,0.4427790788446529,30.0,11292.0,125.0,0.0110697839178179,7493.0,0.663567127169678,25.0,10238.0,135.0,0.0131861691736667,4259.0,0.4159992185973821,27.0,9690.0,150.0,0.0154798761609907,4600.0,0.474716202270382,30.0,2.0,10.0
2635,10849,20193.0,21586.0,1.06898430149062,19239.0,0.9527559055118108,31.0,13708.0,15590.0,1.13729209220893,9635.0,0.702874234023928,31.0,7290.0,7955.0,1.09122085048011,5098.0,0.6993141289437591,20.0,14678.0,15907.0,1.08373075350865,8110.0,0.5525275923150289,31.0,12518.0,14990.0,1.1974756350854798,6193.0,0.494727592267135,30.0,11141.0,12429.0,1.11560901175837,5687.0,0.510456871016964,31.0,39949.0,77260.0
2636,11053,20688.0,21014.0,1.01575792730085,26693.0,1.2902648878577,27.0,9788.0,11678.0,1.1930935839803798,12211.0,1.2475480179812,23.0,11837.0,13181.0,1.11354228267297,13695.0,1.15696544732618,31.0,10090.0,6555.0,0.649653121902874,12891.0,1.27760158572844,30.0,2648.0,1747.0,0.659743202416918,3730.0,1.40861027190332,8.0,6349.0,7450.0,1.17341313592692,8943.0,1.40856827846905,21.0,33251.0,58859.0
2637,17960,10782.0,7229.0,0.670469300686329,7165.0,0.664533481728807,25.0,8336.0,6875.0,0.824736084452975,4088.0,0.490403071017274,31.0,5886.0,5706.0,0.969418960244648,2472.0,0.4199796126401629,30.0,5131.0,5827.0,1.13564607289027,2004.0,0.390567140908205,31.0,3623.0,3888.0,1.07314380347778,1433.0,0.395528567485509,27.0,3491.0,2735.0,0.783443139501576,1109.0,0.317674018905758,30.0,16235.0,10189.0
2638,17978,29871.0,19568.0,0.655083525827726,12225.0,0.4092598172140201,30.0,20118.0,19586.0,0.973556019485038,7167.0,0.3562481359976141,31.0,15459.0,14515.0,0.9389352480755552,4415.0,0.2855941522737561,31.0,10070.0,9680.0,0.961271102284012,3017.0,0.2996027805362461,25.0,9576.0,10115.0,1.0562865497076,2613.0,0.272869674185464,30.0,8701.0,10136.0,1.16492357200322,2804.0,0.32226180898747303,28.0,31642.0,22013.0
2639,4489,3130.0,969.0,0.30958466453674105,4190.0,1.3386581469648602,31.0,3095.0,694.0,0.224232633279483,4214.0,1.36155088852989,30.0,2332.0,323.0,0.138507718696398,2829.0,1.2131217838765,29.0,1606.0,534.0,0.33250311332503096,2082.0,1.29638854296389,30.0,1441.0,519.0,0.3601665510062461,1762.0,1.2227619708535702,31.0,1152.0,161.0,0.139756944444444,1382.0,1.19965277777778,31.0,4970.0,968.0
2641,5072,7856.0,5063.0,0.6444755600814661,11053.0,1.40695010183299,30.0,6444.0,4207.0,0.652855369335816,7659.0,1.18854748603352,30.0,4985.0,3626.0,0.7273821464393181,6119.0,1.22748244734203,31.0,4122.0,2939.0,0.71300339640951,5244.0,1.27219796215429,27.0,3669.0,2827.0,0.770509675660943,4681.0,1.27582447533388,30.0,2815.0,2242.0,0.7964476021314392,3439.0,1.22166962699822,26.0,16270.0,15124.0
2642,5122,12793.0,15396.0,1.20347064801063,46231.0,3.61377315719534,27.0,11534.0,14130.0,1.22507369516213,20692.0,1.79400034680076,29.0,8702.0,11269.0,1.29498965754999,14913.0,1.71374396690416,30.0,8753.0,10072.0,1.15069119159145,13177.0,1.505426710842,31.0,7194.0,8016.0,1.11426188490409,11393.0,1.58368084514873,30.0,6734.0,7632.0,1.13335313335313,10776.0,1.6002376002376002,31.0,31146.0,35417.0
2643,5069,11599.0,6479.0,0.558582636434175,12054.0,1.03922751961376,29.0,10384.0,4997.0,0.481221109399075,12662.0,1.21937596302003,31.0,7724.0,1652.0,0.21387881926463,8694.0,1.12558259968928,31.0,6819.0,2309.0,0.33861269980935604,7376.0,1.0816835313095798,28.0,7122.0,4848.0,0.680707666385847,8588.0,1.2058410558831798,31.0,6614.0,4661.0,0.704717266404596,9134.0,1.38100997883278,30.0,34755.0,16792.0
